SignalType=Triangle
Amplitude=4
Frequency=5
PointsCount=1000
time	value
0	0
0.001	0.08000000000000002
0.002	0.16000000000000003
0.003	0.24000000000000002
0.004	0.32000000000000006
0.005	0.4
0.006	0.48000000000000004
0.007	0.56
0.008	0.6400000000000001
0.009000000000000001	0.7200000000000001
0.01	0.8
0.011	0.88
0.012	0.9600000000000001
0.013000000000000001	1.04
0.014	1.12
0.015	1.2
0.016	1.2800000000000002
0.017	1.3600000000000003
0.018000000000000002	1.4400000000000004
0.019	1.52
0.02	1.6
0.021	1.6800000000000002
0.022	1.7599999999999998
0.023	1.8399999999999999
0.024	1.9200000000000002
0.025	2.0000000000000004
0.026000000000000002	2.08
0.027	2.16
0.028	2.24
0.029	2.3200000000000003
0.03	2.4000000000000004
0.031	2.48
0.032	2.5600000000000005
0.033	2.6400000000000006
0.034	2.7200000000000006
0.035	2.8000000000000003
0.036000000000000004	2.880000000000001
0.037	2.959999999999999
0.038	3.04
0.039	3.12
0.04	3.2
0.041	3.2800000000000002
0.042	3.36
0.043000000000000003	3.440000000000001
0.044	3.5199999999999996
0.045	3.6000000000000014
0.046	3.6800000000000006
0.047	3.76
0.048	3.84
0.049	3.920000000000004
0.05	4
0.051000000000000004	3.920000000000004
0.052000000000000005	3.84
0.053	3.76
0.054	3.6800000000000006
0.055	3.6000000000000014
0.056	3.5200000000000005
0.057	3.440000000000001
0.058	3.36
0.059000000000000004	3.2800000000000002
0.06	3.2000000000000006
0.061	3.12
0.062	3.0400000000000005
0.063	2.960000000000001
0.064	2.8799999999999994
0.065	2.8000000000000003
0.066	2.7199999999999993
0.067	2.6400000000000006
0.068	2.5599999999999996
0.069	2.4799999999999995
0.07	2.4000000000000004
0.07100000000000001	2.32
0.07200000000000001	2.24
0.073	2.16
0.074	2.080000000000001
0.075	2.0000000000000004
0.076	1.9200000000000008
0.077	1.8399999999999999
0.078	1.7600000000000005
0.079	1.6799999999999995
0.08	1.6000000000000005
0.081	1.5199999999999996
0.082	1.4400000000000004
0.083	1.3599999999999994
0.084	1.2799999999999998
0.085	1.2000000000000004
0.08600000000000001	1.1199999999999997
0.08700000000000001	1.04
0.088	0.9600000000000005
0.089	0.8800000000000011
0.09	0.8000000000000003
0.091	0.7200000000000009
0.092	0.6400000000000001
0.093	0.5600000000000006
0.094	0.4799999999999999
0.095	0.4000000000000003
0.096	0.3199999999999996
0.097	0.2400000000000001
0.098	0.16000000000000056
0.099	0.07999999999999985
0.1	3.1185374660155004E-16
0.101	-0.08000000000000038
0.10200000000000001	-0.15999999999999995
0.10300000000000001	-0.2400000000000006
0.10400000000000001	-0.3200000000000001
0.105	-0.39999999999999963
0.106	-0.4799999999999992
0.107	-0.5599999999999999
0.108	-0.6399999999999995
0.109	-0.7200000000000001
0.11	-0.7999999999999997
0.111	-0.8800000000000002
0.112	-0.96
0.113	-1.0399999999999996
0.114	-1.12
0.115	-1.1999999999999995
0.116	-1.2800000000000005
0.117	-1.3599999999999997
0.11800000000000001	-1.4400000000000004
0.11900000000000001	-1.52
0.12	-1.5999999999999996
0.121	-1.6799999999999993
0.122	-1.7599999999999998
0.123	-1.8399999999999996
0.124	-1.9200000000000002
0.125	-1.9999999999999998
0.126	-2.079999999999999
0.127	-2.16
0.128	-2.2400000000000007
0.129	-2.3200000000000003
0.13	-2.4
0.131	-2.479999999999999
0.132	-2.5600000000000014
0.133	-2.640000000000001
0.134	-2.7199999999999998
0.135	-2.8000000000000003
0.136	-2.8800000000000017
0.137	-2.960000000000001
0.138	-3.0400000000000005
0.139	-3.12
0.14	-3.2
0.14100000000000001	-3.2800000000000007
0.14200000000000002	-3.3600000000000008
0.14300000000000002	-3.440000000000001
0.14400000000000002	-3.5200000000000005
0.145	-3.5999999999999988
0.146	-3.6799999999999984
0.147	-3.76
0.148	-3.84
0.149	-3.920000000000004
0.15	-4
0.151	-3.920000000000004
0.152	-3.84
0.153	-3.7600000000000025
0.154	-3.6800000000000006
0.155	-3.6000000000000014
0.156	-3.5200000000000005
0.157	-3.440000000000002
0.158	-3.36
0.159	-3.2800000000000002
0.16	-3.2000000000000006
0.161	-3.120000000000001
0.162	-3.0399999999999987
0.163	-2.959999999999999
0.164	-2.880000000000001
0.165	-2.800000000000001
0.166	-2.719999999999999
0.167	-2.6399999999999992
0.168	-2.5599999999999996
0.169	-2.48
0.17	-2.400000000000001
0.171	-2.319999999999999
0.17200000000000001	-2.2399999999999993
0.17300000000000001	-2.16
0.17400000000000002	-2.08
0.17500000000000002	-1.9999999999999984
0.176	-1.920000000000001
0.177	-1.8400000000000014
0.178	-1.760000000000002
0.179	-1.6800000000000002
0.18	-1.600000000000001
0.181	-1.5200000000000011
0.182	-1.4400000000000015
0.183	-1.3600000000000019
0.184	-1.2800000000000002
0.185	-1.2000000000000006
0.186	-1.120000000000001
0.187	-1.0400000000000016
0.188	-0.9599999999999999
0.189	-0.8800000000000001
0.19	-0.8000000000000007
0.191	-0.7200000000000012
0.192	-0.6399999999999992
0.193	-0.5599999999999997
0.194	-0.4800000000000002
0.195	-0.4000000000000006
0.196	-0.320000000000001
0.197	-0.2399999999999993
0.198	-0.15999999999999973
0.199	-0.08000000000000018
0.2	-6.237074932031001E-16
0.201	0.0800000000000012
0.202	0.16000000000000075
0.203	0.24000000000000027
0.20400000000000001	0.31999999999999984
0.20500000000000002	0.4000000000000017
0.20600000000000002	0.4800000000000012
0.20700000000000002	0.5600000000000007
0.20800000000000002	0.6400000000000002
0.209	0.7199999999999976
0.21	0.7999999999999993
0.211	0.879999999999999
0.212	0.9599999999999984
0.213	1.039999999999998
0.214	1.1199999999999997
0.215	1.1999999999999993
0.216	1.279999999999999
0.217	1.3599999999999985
0.218	1.4400000000000004
0.219	1.5199999999999996
0.22	1.5999999999999994
0.221	1.679999999999999
0.222	1.760000000000001
0.223	1.8400000000000003
0.224	1.92
0.225	1.9999999999999996
0.226	2.079999999999999
0.227	2.160000000000001
0.228	2.24
0.229	2.32
0.23	2.399999999999999
0.231	2.4800000000000013
0.232	2.560000000000001
0.233	2.6400000000000006
0.234	2.7199999999999998
0.23500000000000001	2.8000000000000016
0.23600000000000002	2.8800000000000012
0.23700000000000002	2.960000000000001
0.23800000000000002	3.0400000000000005
0.23900000000000002	3.12
0.24	3.2
0.241	3.279999999999999
0.242	3.3599999999999985
0.243	3.439999999999998
0.244	3.5199999999999996
0.245	3.5999999999999988
0.246	3.6799999999999984
0.247	3.76
0.248	3.84
0.249	3.920000000000004
0.25	4
0.251	3.920000000000004
0.252	3.84
0.253	3.76
0.254	3.6800000000000006
0.255	3.5999999999999988
0.256	3.5199999999999996
0.257	3.4399999999999995
0.258	3.36
0.259	3.2800000000000002
0.26	3.2000000000000006
0.261	3.1200000000000014
0.262	3.0400000000000023
0.263	2.959999999999998
0.264	2.8799999999999986
0.265	2.7999999999999985
0.266	2.719999999999999
0.267	2.6399999999999997
0.268	2.5600000000000005
0.269	2.480000000000001
0.27	2.400000000000001
0.271	2.320000000000001
0.272	2.2399999999999975
0.273	2.159999999999998
0.274	2.0799999999999983
0.275	1.9999999999999987
0.276	1.919999999999999
0.277	1.8399999999999996
0.278	1.7600000000000002
0.279	1.6800000000000004
0.28	1.600000000000001
0.281	1.5199999999999971
0.28200000000000003	1.4399999999999973
0.28300000000000003	1.359999999999998
0.28400000000000003	1.2799999999999983
0.28500000000000003	1.1999999999999986
0.28600000000000003	1.1199999999999992
0.28700000000000003	1.0399999999999996
0.28800000000000003	0.9600000000000001
0.289	0.8800000000000004
0.29	0.800000000000001
0.291	0.7200000000000014
0.292	0.6400000000000019
0.293	0.5600000000000023
0.294	0.48000000000000276
0.295	0.4000000000000032
0.296	0.3200000000000037
0.297	0.24000000000000413
0.298	0.16000000000000006
0.299	0.08000000000000049
0.3	9.355612398046502E-16
0.301	-0.07999999999999861
0.302	-0.15999999999999817
0.303	-0.23999999999999774
0.304	-0.3199999999999973
0.305	-0.3999999999999968
0.306	-0.4799999999999964
0.307	-0.5600000000000005
0.308	-0.6399999999999999
0.309	-0.7199999999999995
0.31	-0.799999999999999
0.311	-0.8799999999999987
0.312	-0.9599999999999981
0.313	-1.0399999999999978
0.314	-1.1199999999999972
0.315	-1.2000000000000015
0.316	-1.280000000000001
0.317	-1.3600000000000005
0.318	-1.4399999999999997
0.319	-1.5199999999999996
0.32	-1.599999999999999
0.321	-1.6799999999999984
0.322	-1.7599999999999982
0.323	-1.8399999999999976
0.324	-1.920000000000002
0.325	-2.0000000000000013
0.326	-2.080000000000001
0.327	-2.16
0.328	-2.2399999999999998
0.329	-2.3199999999999994
0.33	-2.399999999999999
0.331	-2.4799999999999986
0.332	-2.5600000000000027
0.333	-2.640000000000002
0.334	-2.7200000000000015
0.335	-2.8000000000000016
0.336	-2.8800000000000012
0.337	-2.9600000000000004
0.338	-3.04
0.339	-3.119999999999999
0.34	-3.199999999999999
0.341	-3.280000000000003
0.342	-3.360000000000003
0.343	-3.440000000000002
0.34400000000000003	-3.5200000000000022
0.34500000000000003	-3.6000000000000014
0.34600000000000003	-3.6800000000000006
0.34700000000000003	-3.76
0.34800000000000003	-3.84
0.34900000000000003	-3.920000000000004
0.35000000000000003	-4
0.35100000000000003	-3.919999999999995
0.352	-3.84
0.353	-3.7600000000000025
0.354	-3.680000000000003
0.355	-3.6000000000000023
0.356	-3.520000000000004
0.357	-3.4400000000000044
0.358	-3.3600000000000008
0.359	-3.2800000000000007
0.36	-3.200000000000002
0.361	-3.1200000000000014
0.362	-3.0400000000000023
0.363	-2.9600000000000026
0.364	-2.880000000000003
0.365	-2.8000000000000034
0.366	-2.7200000000000037
0.367	-2.6400000000000006
0.368	-2.560000000000001
0.369	-2.480000000000001
0.37	-2.4000000000000012
0.371	-2.3200000000000016
0.372	-2.2400000000000024
0.373	-2.1600000000000024
0.374	-2.080000000000003
0.375	-2.0000000000000036
0.376	-1.9199999999999997
0.377	-1.8399999999999999
0.378	-1.7600000000000002
0.379	-1.6800000000000008
0.38	-1.6000000000000012
0.381	-1.5200000000000016
0.382	-1.4400000000000022
0.383	-1.3600000000000028
0.384	-1.2799999999999987
0.385	-1.199999999999999
0.386	-1.1199999999999994
0.387	-1.04
0.388	-0.9600000000000004
0.389	-0.8800000000000009
0.39	-0.8000000000000013
0.391	-0.7200000000000017
0.392	-0.6400000000000022
0.393	-0.5599999999999982
0.394	-0.4799999999999985
0.395	-0.399999999999999
0.396	-0.3199999999999994
0.397	-0.23999999999999988
0.398	-0.16000000000000036
0.399	-0.0800000000000008
0.4	-1.2474149864062002E-15
0.401	0.08000000000000283
0.402	0.1600000000000024
0.403	0.2400000000000019
0.404	0.32000000000000145
0.405	0.400000000000001
0.406	0.4800000000000006
0.40700000000000003	0.5600000000000002
0.40800000000000003	0.6399999999999997
0.40900000000000003	0.7199999999999992
0.41000000000000003	0.8000000000000033
0.41100000000000003	0.8800000000000028
0.41200000000000003	0.9600000000000024
0.41300000000000003	1.0400000000000018
0.41400000000000003	1.1200000000000014
0.41500000000000004	1.200000000000001
0.41600000000000004	1.2800000000000005
0.417	1.3599999999999954
0.418	1.4399999999999953
0.419	1.5199999999999994
0.42	1.5999999999999985
0.421	1.6799999999999984
0.422	1.759999999999998
0.423	1.8399999999999972
0.424	1.9199999999999968
0.425	1.9999999999999967
0.426	2.079999999999996
0.427	2.16
0.428	2.2399999999999998
0.429	2.3199999999999994
0.43	2.399999999999999
0.431	2.479999999999998
0.432	2.559999999999998
0.433	2.6399999999999975
0.434	2.719999999999997
0.435	2.7999999999999967
0.436	2.880000000000001
0.437	2.9600000000000004
0.438	3.04
0.439	3.119999999999999
0.44	3.199999999999999
0.441	3.2799999999999985
0.442	3.3599999999999977
0.443	3.439999999999998
0.444	3.5200000000000022
0.445	3.6000000000000014
0.446	3.6800000000000006
0.447	3.76
0.448	3.84
0.449	3.920000000000004
0.45	4
0.451	3.920000000000004
0.452	3.8400000000000043
0.453	3.76
