SignalType=Sawtooth
Amplitude=5
Frequency=10
PointsCount=1000
time	value
0	0
0.001	0.1
0.002	0.2
0.003	0.3
0.004	0.4
0.005	0.5
0.006	0.6
0.007	0.7000000000000001
0.008	0.8
0.009000000000000001	0.9000000000000001
0.01	1
0.011	1.0999999999999999
0.012	1.2
0.013000000000000001	1.3
0.014	1.4000000000000001
0.015	1.5
0.016	1.6
0.017	1.7000000000000002
0.018000000000000002	1.8000000000000003
0.019	1.9
0.02	2
0.021	2.1
0.022	2.1999999999999997
0.023	2.3
0.024	2.4
0.025	2.5
0.026000000000000002	2.6
0.027	2.7
0.028	2.8000000000000003
0.029	2.9000000000000004
0.03	3
0.031	3.1
0.032	3.2
0.033	3.3000000000000003
0.034	3.4000000000000004
0.035	3.5000000000000004
0.036000000000000004	3.6000000000000005
0.037	3.7
0.038	3.8
0.039	3.9000000000000004
0.04	4
0.041	4.1000000000000005
0.042	4.2
0.043000000000000003	4.300000000000001
0.044	4.3999999999999995
0.045	4.5
0.046	4.6
0.047	4.699999999999999
0.048	4.8
0.049	4.9
0.05	-5
0.051000000000000004	-4.9
0.052000000000000005	-4.8
0.053	-4.699999999999999
0.054	-4.6
0.055	-4.5
0.056	-4.3999999999999995
0.057	-4.299999999999999
0.058	-4.199999999999999
0.059000000000000004	-4.1
0.06	-4
0.061	-3.9000000000000004
0.062	-3.8
0.063	-3.7
0.064	-3.5999999999999996
0.065	-3.5
0.066	-3.3999999999999995
0.067	-3.3
0.068	-3.1999999999999993
0.069	-3.0999999999999996
0.07	-2.999999999999999
0.07100000000000001	-2.8999999999999995
0.07200000000000001	-2.799999999999999
0.073	-2.7
0.074	-2.6
0.075	-2.5
0.076	-2.4
0.077	-2.3
0.078	-2.1999999999999997
0.079	-2.0999999999999996
0.08	-1.9999999999999996
0.081	-1.8999999999999995
0.082	-1.7999999999999994
0.083	-1.6999999999999993
0.084	-1.5999999999999992
0.085	-1.4999999999999991
0.08600000000000001	-1.399999999999999
0.08700000000000001	-1.299999999999999
0.088	-1.200000000000001
0.089	-1.100000000000001
0.09	-1.0000000000000009
0.091	-0.9000000000000008
0.092	-0.8000000000000007
0.093	-0.7000000000000006
0.094	-0.6000000000000005
0.095	-0.5000000000000004
0.096	-0.40000000000000036
0.097	-0.30000000000000027
0.098	-0.20000000000000018
0.099	-0.10000000000000009
0.1	0
0.101	0.10000000000000009
0.10200000000000001	0.20000000000000018
0.10300000000000001	0.30000000000000027
0.10400000000000001	0.40000000000000036
0.105	0.5000000000000004
0.106	0.6000000000000005
0.107	0.7000000000000006
0.108	0.8000000000000007
0.109	0.9000000000000008
0.11	1.0000000000000009
0.111	1.100000000000001
0.112	1.200000000000001
0.113	1.3000000000000012
0.114	1.4000000000000012
0.115	1.5000000000000013
0.116	1.6000000000000014
0.117	1.7000000000000015
0.11800000000000001	1.8000000000000016
0.11900000000000001	1.9000000000000017
0.12	1.9999999999999996
0.121	2.0999999999999996
0.122	2.1999999999999997
0.123	2.3
0.124	2.4
0.125	2.5
0.126	2.6
0.127	2.7
0.128	2.8000000000000003
0.129	2.9000000000000004
0.13	3.0000000000000004
0.131	3.1000000000000005
0.132	3.2000000000000006
0.133	3.3000000000000007
0.134	3.400000000000001
0.135	3.500000000000001
0.136	3.600000000000001
0.137	3.700000000000001
0.138	3.800000000000001
0.139	3.9000000000000012
0.14	4.000000000000002
0.14100000000000001	4.100000000000001
0.14200000000000002	4.200000000000001
0.14300000000000002	4.300000000000002
0.14400000000000002	4.400000000000002
0.145	4.5
0.146	4.6
0.147	4.699999999999999
0.148	4.8
0.149	4.9
0.15	-5
0.151	-4.9
0.152	-4.8
0.153	-4.699999999999999
0.154	-4.6
0.155	-4.5
0.156	-4.3999999999999995
0.157	-4.299999999999999
0.158	-4.199999999999999
0.159	-4.1
0.16	-3.999999999999999
0.161	-3.899999999999999
0.162	-3.799999999999999
0.163	-3.699999999999999
0.164	-3.5999999999999988
0.165	-3.4999999999999987
0.166	-3.3999999999999986
0.167	-3.2999999999999985
0.168	-3.1999999999999984
0.169	-3.0999999999999983
0.17	-2.9999999999999982
0.171	-2.899999999999998
0.17200000000000001	-2.799999999999998
0.17300000000000001	-2.699999999999998
0.17400000000000002	-2.599999999999998
0.17500000000000002	-2.499999999999998
0.176	-2.400000000000002
0.177	-2.3
0.178	-2.200000000000002
0.179	-2.0999999999999996
0.18	-2.0000000000000018
0.181	-1.8999999999999995
0.182	-1.8000000000000016
0.183	-1.6999999999999993
0.184	-1.6000000000000014
0.185	-1.4999999999999991
0.186	-1.4000000000000012
0.187	-1.299999999999999
0.188	-1.200000000000001
0.189	-1.0999999999999988
0.19	-1.0000000000000009
0.191	-0.8999999999999986
0.192	-0.8000000000000007
0.193	-0.6999999999999984
0.194	-0.6000000000000005
0.195	-0.4999999999999982
0.196	-0.40000000000000036
0.197	-0.29999999999999805
0.198	-0.20000000000000018
0.199	-0.09999999999999787
0.2	0
0.201	0.10000000000000231
0.202	0.20000000000000018
0.203	0.3000000000000025
0.20400000000000001	0.40000000000000036
0.20500000000000002	0.5000000000000027
0.20600000000000002	0.6000000000000005
0.20700000000000002	0.7000000000000028
0.20800000000000002	0.8000000000000007
0.209	0.8999999999999986
0.21	1.0000000000000009
0.211	1.0999999999999988
0.212	1.200000000000001
0.213	1.299999999999999
0.214	1.4000000000000012
0.215	1.4999999999999991
0.216	1.6000000000000014
0.217	1.6999999999999993
0.218	1.8000000000000016
0.219	1.8999999999999995
0.22	2.0000000000000018
0.221	2.0999999999999996
0.222	2.200000000000002
0.223	2.3
0.224	2.400000000000002
0.225	2.5
0.226	2.6000000000000023
0.227	2.7
0.228	2.8000000000000025
0.229	2.9000000000000004
0.23	3.0000000000000027
0.231	3.1000000000000005
0.232	3.200000000000003
0.233	3.3000000000000007
0.234	3.400000000000003
0.23500000000000001	3.500000000000001
0.23600000000000002	3.600000000000003
0.23700000000000002	3.700000000000001
0.23800000000000002	3.8000000000000034
0.23900000000000002	3.9000000000000012
0.24	3.999999999999999
0.241	4.100000000000001
0.242	4.199999999999999
0.243	4.299999999999997
0.244	4.3999999999999995
0.245	4.500000000000002
0.246	4.6
0.247	4.6999999999999975
0.248	4.8
0.249	4.900000000000002
0.25	-5
0.251	-4.900000000000002
0.252	-4.8
0.253	-4.6999999999999975
0.254	-4.6
0.255	-4.500000000000002
0.256	-4.3999999999999995
0.257	-4.299999999999997
0.258	-4.199999999999999
0.259	-4.100000000000001
0.26	-3.999999999999999
0.261	-3.899999999999997
0.262	-3.799999999999999
0.263	-3.700000000000001
0.264	-3.5999999999999988
0.265	-3.4999999999999964
0.266	-3.3999999999999986
0.267	-3.3000000000000007
0.268	-3.1999999999999984
0.269	-3.099999999999996
0.27	-2.9999999999999982
0.271	-2.9000000000000004
0.272	-2.799999999999998
0.273	-2.6999999999999957
0.274	-2.599999999999998
0.275	-2.5
0.276	-2.3999999999999977
0.277	-2.2999999999999954
0.278	-2.1999999999999975
0.279	-2.0999999999999996
0.28	-1.9999999999999973
0.281	-1.899999999999995
0.28200000000000003	-1.7999999999999972
0.28300000000000003	-1.6999999999999993
0.28400000000000003	-1.599999999999997
0.28500000000000003	-1.4999999999999947
0.28600000000000003	-1.3999999999999968
0.28700000000000003	-1.299999999999999
0.28800000000000003	-1.1999999999999966
0.289	-1.1000000000000032
0.29	-1.0000000000000009
0.291	-0.900000000000003
0.292	-0.8000000000000007
0.293	-0.7000000000000028
0.294	-0.6000000000000005
0.295	-0.5000000000000027
0.296	-0.40000000000000036
0.297	-0.3000000000000025
0.298	-0.20000000000000018
0.299	-0.10000000000000231
0.3	0
0.301	0.09999999999999787
0.302	0.20000000000000018
0.303	0.29999999999999805
0.304	0.40000000000000036
0.305	0.4999999999999982
0.306	0.6000000000000005
0.307	0.6999999999999984
0.308	0.8000000000000007
0.309	0.8999999999999986
0.31	1.0000000000000009
0.311	1.0999999999999988
0.312	1.200000000000001
0.313	1.299999999999999
0.314	1.4000000000000012
0.315	1.4999999999999991
0.316	1.6000000000000014
0.317	1.6999999999999993
0.318	1.8000000000000016
0.319	1.8999999999999995
0.32	2.0000000000000018
0.321	2.0999999999999996
0.322	2.200000000000002
0.323	2.3
0.324	2.400000000000002
0.325	2.5
0.326	2.6000000000000023
0.327	2.7
0.328	2.8000000000000025
0.329	2.9000000000000004
0.33	3.0000000000000027
0.331	3.1000000000000005
0.332	3.200000000000003
0.333	3.3000000000000007
0.334	3.400000000000003
0.335	3.500000000000001
0.336	3.600000000000003
0.337	3.700000000000001
0.338	3.8000000000000034
0.339	3.9000000000000012
0.34	4.0000000000000036
0.341	4.100000000000001
0.342	4.200000000000004
0.343	4.300000000000002
0.34400000000000003	4.400000000000004
0.34500000000000003	4.500000000000002
0.34600000000000003	4.600000000000004
0.34700000000000003	4.700000000000002
0.34800000000000003	4.800000000000004
0.34900000000000003	4.900000000000002
0.35000000000000003	-4.999999999999996
0.35100000000000003	-4.899999999999998
0.352	-4.800000000000004
0.353	-4.700000000000002
0.354	-4.6
0.355	-4.500000000000002
0.356	-4.400000000000004
0.357	-4.300000000000002
0.358	-4.199999999999999
0.359	-4.100000000000001
0.36	-4.0000000000000036
0.361	-3.9000000000000012
0.362	-3.799999999999999
0.363	-3.700000000000001
0.364	-3.600000000000003
0.365	-3.500000000000001
0.366	-3.3999999999999986
0.367	-3.3000000000000007
0.368	-3.200000000000003
0.369	-3.1000000000000005
0.37	-2.9999999999999982
0.371	-2.9000000000000004
0.372	-2.8000000000000025
0.373	-2.7
0.374	-2.599999999999998
0.375	-2.5
0.376	-2.400000000000002
0.377	-2.3
0.378	-2.1999999999999975
0.379	-2.0999999999999996
0.38	-2.0000000000000018
0.381	-1.8999999999999995
0.382	-1.7999999999999972
0.383	-1.6999999999999993
0.384	-1.6000000000000014
0.385	-1.4999999999999991
0.386	-1.3999999999999968
0.387	-1.299999999999999
0.388	-1.200000000000001
0.389	-1.0999999999999988
0.39	-0.9999999999999964
0.391	-0.8999999999999986
0.392	-0.8000000000000007
0.393	-0.6999999999999984
0.394	-0.5999999999999961
0.395	-0.4999999999999982
0.396	-0.40000000000000036
0.397	-0.29999999999999805
0.398	-0.19999999999999574
0.399	-0.09999999999999787
0.4	0
0.401	0.09999999999999787
0.402	0.20000000000000462
0.403	0.3000000000000025
0.404	0.40000000000000036
0.405	0.5000000000000071
0.406	0.600000000000005
0.40700000000000003	0.7000000000000028
0.40800000000000003	0.8000000000000007
0.40900000000000003	0.8999999999999986
0.41000000000000003	1.0000000000000053
0.41100000000000003	1.1000000000000032
0.41200000000000003	1.200000000000001
0.41300000000000003	1.3000000000000078
0.41400000000000003	1.4000000000000057
0.41500000000000004	1.5000000000000036
0.41600000000000004	1.6000000000000014
0.417	1.6999999999999993
0.418	1.7999999999999972
0.419	1.899999999999995
0.42	2.0000000000000018
0.421	2.0999999999999996
0.422	2.1999999999999975
0.423	2.2999999999999954
0.424	2.400000000000002
0.425	2.5
0.426	2.599999999999998
0.427	2.6999999999999957
0.428	2.8000000000000025
0.429	2.9000000000000004
0.43	2.9999999999999982
0.431	3.099999999999996
0.432	3.200000000000003
0.433	3.3000000000000007
0.434	3.3999999999999986
0.435	3.4999999999999964
0.436	3.600000000000003
0.437	3.700000000000001
0.438	3.799999999999999
0.439	3.899999999999997
0.44	4.0000000000000036
0.441	4.100000000000001
0.442	4.199999999999999
0.443	4.299999999999997
0.444	4.400000000000004
0.445	4.500000000000002
0.446	4.6
0.447	4.6999999999999975
0.448	4.800000000000004
0.449	4.900000000000002
0.45	-5
0.451	-4.900000000000002
0.452	-4.799999999999995
0.453	-4.6999999999999975
0.454	-4.6
0.455	-4.500000000000002
0.456	-4.399999999999995
0.457	-4.299999999999997
0.458	-4.199999999999999
0.459	-4.100000000000001
0.46	-3.9999999999999947
0.461	-3.899999999999997
0.462	-3.799999999999999
0.463	-3.700000000000001
0.464	-3.5999999999999943
0.465	-3.4999999999999964
0.466	-3.3999999999999986
0.467	-3.3000000000000007
0.468	-3.199999999999994
0.46900000000000003	-3.099999999999996
0.47000000000000003	-2.9999999999999982
0.47100000000000003	-2.9000000000000004
0.47200000000000003	-2.7999999999999936
0.47300000000000003	-2.6999999999999957
0.47400000000000003	-2.599999999999998
0.47500000000000003	-2.5
0.47600000000000003	-2.3999999999999932
0.47700000000000004	-2.2999999999999954
0.47800000000000004	-2.1999999999999975
0.47900000000000004	-2.0999999999999996
0.48	-2.0000000000000018
0.481	-1.900000000000004
0.482	-1.7999999999999972
0.483	-1.6999999999999993
0.484	-1.6000000000000014
